Åìî‘çÜ,ÅFéÊìæì˙ïtÅiêÌó™ï™êÕópÅj,ÅñéÊìæì˙ïtÅiÉOÉâÉtópÅj,Åìè§ïiñº,ÅñAmazonéÊÇËàµÇ¢äJénì˙,Åìèoïié“,Åìè§ïiè⁄ç◊URL,Åìèdï°,ÅìçÄî‘,ÅìêØ,É^ÉCÉgÉã,Åììäçeé“,ÅñÉåÉrÉÖÅ[ì˙ït,ÉåÉrÉÖÅ[ì‡óe
46,2017/04/05 21:39:25,2017/4/5,"Desktop Wooden Model Kit Modern House",,"Young Modeler",https://www.amazon.com/Desktop-Wooden-Model-Modern-House/dp/B00I7N947W/ref=sr_1_6?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-6&keywords=model,0,20,3,"Just ok for the value","JER",2015/07/06,"just fair for the price
Pretty cheap wooden plate but it is ok.
Instructions are not very clear"
47,2017/04/05 21:39:39,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,1,4,"An excellent puzzle!","Irena Tabor",2015/12/31,"After seeing this sitting on the table not working despite hours spent by my husband and son reading and assembling the clock according to the directions, which were worse than some huge Ikea piece, I was ready to return it. However, after examining it myself I decided to give it a try. Having thrown out the directions I went in blind, just using the movements, gears, and weights as my guide. And guess what? I did it! However I gave it 4 stars as the directions are incorrect with respect to the placement of basically every moving part. If you take the time to fit it together and test the gears to see if the turn, especially for the escapement piece which actually has different sized spokes that need to be fitted to ensure the top ticks and the entire piece works. A must have for anyone who loves clocks and wants to actually build the mechanisms from scratch! It is so worth it! I've attached a picture of mine and am in love with it. Although it only works for a short time due to the length of the weight, I see this more as a working model than a clock. However, if you can figure it out you can make your own clock which I plan on doing as soon as I can settle on choosing a regulator pendulum wall piece for my office. Enjoy!"
48,2017/04/05 21:39:39,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,2,5,"... with the other review that this clock is not useful for telling time but","Sarah",2014/07/29,"I agree with the other review that this clock is not useful for telling time but...my 11 year old son built this with no tools and it was a great lesson that not everything needs batteries. We carefully popped out each piece and nothing broke. I was very surprised -- it is well made. It took about 2 hours for my son to build. GREAT learning experience for him and very fun for me to listen to him explain how it all works. Very cool project!"
49,2017/04/05 21:39:39,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,3,5,"its a TIMER. not a clock. but still fun!","the yesteryear kid",2016/11/16,"yes, this is plastic. not wood. a wood model of this sort would cost MUCH more actually.

still. its a neet looking timer. notice i said TIMER. this is not a 'clock' as such. the description from the seller doesnt make this very clear and i my self thought it was a true clock. bummed out for a bit but what the heck, for $15 it seemed okay so the bummed feeling faded.

ive seen many reviews about how the instructions were in JAPANESE and they couldnt read them an it was impossible to assemble. my kit came with instructions in both japanese AND english and it took me about an hour to finish it and do the first test run. even if only japanese language was used, the pictures are clear and concise and there are only like 30 parts to the kit. so i dont understand all the difficulty.

now as to the actual working part of this kit.

as i said, its a primitive timer. upper face minutes, lower face seconds. load the little weight basket with coins or whatever (i used washers) and wind it up while holding the pendulum on top then let let it go. the weight drops, which drives the gears, which move the hands of the two faces.

you can use different amount of weight along with the adjustable pendulum to vary the speed at which it ticks (tho only slightly)

the 'counter weight' on the model (right side teardrop shape) is 'for show' only and serves no actual purpose so i left it off my finished model.

after much playing around with it i find that with the 'tabletop' stand, it will run for about 8 mins before the weight hits the table and thus, it stops.

i currently have it hung on my wall to give the weight rope more room to drop and it runs for almost 15 mins till it reaches the end. it does seem to run a little fast but still accurate enough to time simple cooking :)

i intend to modify it a bit with a longer rope, re-attach the counter weight pulley and re-thread the whole thing with ACTUAL counter weights (more washers) to give it longer run times.

this was a lot of fun and easy to assemble. works great (ish) and looks really cool. a little simple paint on the faces and a couple of 'washes' to age it a bit (see my pic) and you got nifty item sure to draw attention."
50,2017/04/05 21:39:39,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,4,5,"Great educational piece / desk toy","T. Pilehvar",2017/02/21,"


 This is a great value escapement / clock model. The pieces are substantial and easy to separate from the sprue. The instructions were clear, if a bit detailed. Assembly is more fussy than difficult, as close attention must be paid to the orientation of parts. Don't mix up axles; a ruler can be handy for identifying which is which as they are identified by shape (round or hexagonal) and length in the instructions. Also, make sure that your string is facing the right direction before completing assembly.

Once assembled, you'll be expected to provide your own weights. The weight carrier looks like it's set up for about $2 worth of quarters, but washers ought to work just as well. The black teardrop weight pictured on the right is ornamental.

The ticking action is soothing and this seems like it will make a great desk toy."
51,2017/04/05 21:39:40,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,5,5,"Really fun model that is super educational.","OCDetails",2016/10/19,"This was a really fun clock to put together. It is definitely only for demonstration purposes and is not an actual clock that you can count on (unless you want to get really accurate with the weights and wind it every three minutes or so). If you have a da Vinci style room somewhere in your house (like I do) then this will fit in really well. It is also fun to build with your kids to show them how gears work. I built this with my 8, 10, and 12 year olds and they all enjoyed it."
52,2017/04/05 21:39:40,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,6,1,"No English instruction.","Joy",2015/12/28,"The instruction is in Korean. There's no English version. So we half followed the diagrams and half guessed to assemble pieces. We didn't get the clock to work at all. Quality is pretty bad."
53,2017/04/05 21:39:40,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,7,5,"I would definitely recommend this product to anyone who asked","Amber Flinn",2016/01/08,"I wasn't sure what to expect with this purchase. Frankly I just thought it was a model. I was pleasantly surprised to find out it actually runs. The item itself is a heavy plastic but the design is marvelous. I would definitely recommend this product to anyone who asked."
54,2017/04/05 21:39:40,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,8,4,"Functional mechanical model that is very easy to assemble.","Mark Genovese",2017/02/11,"Very easy to assembly and it works without frustration, but it runs for only 4 minutes at a time. 4 stars because the short run time is not disclosed in the description but this is a decent mechanical model. The instructions and box were in Korean but you can down load English instructions from the academy web site. The instructions are nicely illustrated and all parts are easily identifiable. I assembled this kit with a 14 year old in 1 to 2 hours. The kit contains parts to make either table top or wall mounted versions, the clock can be configured for either 4 or 60 minute indication.. Do not bother making the 60 minute version, there is only a short length of cord to allow the clock to operate for about 4 minutes. If you want longer operation of about 30 minutes then wall mount it and use a longer string for the weight."
55,2017/04/05 21:39:40,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,9,1,"read this review before purchasing","Nathaniel Thomas",2016/01/30,"Do not buy this if you want a decent model or a model from which you can learn. It is all plastic -- not wood -- and the weight mechanism is for appearance, not utility. This product does not actually ""work."" I was sorely disappointed upon receiving it having discovered such. Also, everything is written in Korean, from the box to the instructions."
56,2017/04/05 21:39:40,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,10,1,"Um, I ordered a product in English, right?","Shannon S.",2017/01/17,"So the box and all the instructions are for an Asian language that we don't read. We shall be returning it."
57,2017/04/05 21:39:44,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,11,4,"Super fast shipping!","Charles J. Cole",2017/03/05,"I took one look at the instructions and realized there were 2 different ways to put this thing together and saw that I was half way through putting it together both ways I decided that I should leave the puzzle making to the younger people!"
58,2017/04/05 21:39:44,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,12,2,"I know Da Vinci was not a character in 1969's ...","joe",2017/03/26,"I know Da Vinci was not a character in 1969's 'The Graduate', so 'plastics' were not even known in his time! That said, he may have been inspired by his own 'Mrs. Robinson' for this design....But PLASTIC???"
59,2017/04/05 21:39:44,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,13,1,"Clock doesnÅft work; instructions unintuitive. Stay away from this product. Look for alternatives.","Alex F.",2017/03/05,"The instructions were unintuitive, but more importantly, when I finished building the clock, it didnÅft work. My little daughter and I are very disappointed. Not to mention that the material is plastic and right gear doesnÅft do anything ? just hangs there."
60,2017/04/05 21:39:44,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,14,5,"da Vinci Clock","Jack M. Cook",2017/03/14,"It was fun to put together. Interesting feature was the instructions were not really clear on some steps, so it was a fun challenge to figure out what was needed next, and lo, it works."
61,2017/04/05 21:39:45,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,15,5,"My OLD son likes it","??Chetter Hummin??",2017/02/19,"Son fun. He wanted this to assemble and put on his desk at his engineering company. I think he did some modifications but heck he's and engineer so that's what he does for fun."
62,2017/04/05 21:39:45,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,16,1,"So aggravating!!","mother of 2 girls",2017/03/06,"So difficult to follow directions and once together, it didn't do anything. There was nothing written in English, so I wasn't even sure exactly what it was supposed to do"
63,2017/04/05 21:39:45,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,17,3,"Instructions in mandarim","Fabio Filipe Ferreira Garrudo",2017/03/06,"Device arrived in perfect conditions. Was disappoininted that box and instructions manual came only in mandarim. Still, could assemble using the pictograms provided... but an english manual (or internet) is mandatory to get the clock working. Fairly disappointed..."
64,2017/04/05 21:39:45,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,18,2,"I put it together then sent it to recycling.","AbKazati",2016/11/23,"Thought it would be cool to see how it works, but it doesn't work. Barely ticks a few times at most. Looks wise, its not worth putting on display in a childs room."
65,2017/04/05 21:39:45,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,19,4,"Good kit. But the instructions are not super clear","Jack Gordin",2017/03/27,"Good kit. But the instructions are not super clear. Good thing I am a clock-maker with 30 years experience. Was able to figure out why it didn't work. It was a father daughter project. My daughter was very happy when it started ticking!"
66,2017/04/05 21:39:45,2017/4/5,"Academy da Vinci Clock",,"Academy",https://www.amazon.com/Academy-18150-da-Vinci-Clock/dp/B00I38PCKE/ref=sr_1_7?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-7&keywords=model,0,20,1,"In a different language","Jessica Cerra",2016/08/09,"I am extremely furious with this purchase. I bought this as a gift and was under the impression the product was in English (sense nowhere in the description does it state is is not) and also all the words are in English on the photos of the product. When this arrived today, I was shocked to realize it is in either Chinese of Japanese. I am very angry that the description dos not state that the product was is a different language, and I am also very mad that the language in the example pictures are in English when the products it's self is not! I will never purchase another one of these products!"
